Bad_Practices,Good_Practices
<h1 id='image.jpg'>List Item,<h1 id='image.jpg'>List Item</h1>
<p><div>List Item</p></div>,<div><p>List Item</p></div>
<p id='container'>Text,<p id='container'>Text</p>
<ul alt='container'>Text,<ul alt='container'>Text</ul>
<tr id='container'>List Item,<tr id='container'>List Item</tr>
<h1 id='header'>Title,<h1 id='header'>Title</h1>
<table alt='width:100px'>Link,<table alt='width:100px'>Link</table>
<h2 src='link.html'>Title,<h2 src='link.html'>Title</h2>
<ul src='header'>Title,<ul src='header'>Title</ul>
<h3 id=header>Data</h3>,<h3 id='header'>Data</h3>
<span alt='description'>List Item,<span alt='description'>List Item</span>
<h1 style='container'>Content,<h1 style='container'>Content</h1>
<h1 href=link.html>Title</h1>,<h1 href='link.html'>Title</h1>
<ul><a>Title</ul></a>,<a><ul>Title</ul></a>
<p src='image.jpg'>Content,<p src='image.jpg'>Content</p>
<div id='header'>Data,<div id='header'>Data</div>
<tr class='image.jpg'>Link,<tr class='image.jpg'>Link</tr>
<ul style='image.jpg'>Link,<ul style='image.jpg'>Link</ul>
<li id='image.jpg'>Data,<li id='image.jpg'>Data</li>
<td style=description>Content</td>,<td style='description'>Content</td>
<h2 class='header'>Link,<h2 class='header'>Link</h2>
<h1 style=header>Title</h1>,<h1 style='header'>Title</h1>
<span href='width:100px'>Link,<span href='width:100px'>Link</span>
<a><td>List Item</a></td>,<td><a>List Item</a></td>
<div class='image.jpg'>Hello,<div class='image.jpg'>Hello</div>
<h3 alt=link.html>Text</h3>,<h3 alt='link.html'>Text</h3>
<h1><div>Data</h1></div>,<div><h1>Data</h1></div>
<h3 href='container'>Title,<h3 href='container'>Title</h3>
<li src='link.html'>Link,<li src='link.html'>Link</li>
<h2 alt='image.jpg'>Data,<h2 alt='image.jpg'>Data</h2>
<a class='container'>Data,<a class='container'>Data</a>
<ul class='header'>Hello,<ul class='header'>Hello</ul>
<a><span>Content</a></span>,<span><a>Content</a></span>
<span style='container'>Hello,<span style='container'>Hello</span>
<table alt='container'>List Item,<table alt='container'>List Item</table>
<span alt='description'>Text,<span alt='description'>Text</span>
<p><div>Data</p></div>,<div><p>Data</p></div>
<table src='image.jpg'>Content,<table src='image.jpg'>Content</table>
<span><ul>Data</span></ul>,<ul><span>Data</span></ul>
<li id='description'>Data,<li id='description'>Data</li>
<a class=image.jpg>Content</a>,<a class='image.jpg'>Content</a>
<p style=image.jpg>Title</p>,<p style='image.jpg'>Title</p>
<li class='container'>Text,<li class='container'>Text</li>
<h2 id='image.jpg'>Content,<h2 id='image.jpg'>Content</h2>
<table><li>Content</table></li>,<li><table>Content</table></li>
<h1><tr>Link</h1></tr>,<tr><h1>Link</h1></tr>
<h3 href='header'>Data,<h3 href='header'>Data</h3>
<td id=description>List Item</td>,<td id='description'>List Item</td>
<div><span>Title</div></span>,<span><div>Title</div></span>
<span src='description'>Hello,<span src='description'>Hello</span>
<li href=image.jpg>Title</li>,<li href='image.jpg'>Title</li>
<ul alt='header'>Link,<ul alt='header'>Link</ul>
<table href=image.jpg>Text</table>,<table href='image.jpg'>Text</table>
<table src=width:100px>Text</table>,<table src='width:100px'>Text</table>
<table><li>Title</table></li>,<li><table>Title</table></li>
<span id=header>Text</span>,<span id='header'>Text</span>
<h2 src='container'>Content,<h2 src='container'>Content</h2>
<tr alt=header>Data</tr>,<tr alt='header'>Data</tr>
<tr class='header'>Content,<tr class='header'>Content</tr>
<div href='link.html'>List Item,<div href='link.html'>List Item</div>
<h2><ul>List Item</h2></ul>,<ul><h2>List Item</h2></ul>
<p id='width:100px'>Hello,<p id='width:100px'>Hello</p>
<h3 class=image.jpg>Data</h3>,<h3 class='image.jpg'>Data</h3>
<td src='image.jpg'>Data,<td src='image.jpg'>Data</td>
<div style=image.jpg>Text</div>,<div style='image.jpg'>Text</div>
<li style=description>Title</li>,<li style='description'>Title</li>
<span src='width:100px'>Hello,<span src='width:100px'>Hello</span>
<div id='header'>Link,<div id='header'>Link</div>
<div><li>Title</div></li>,<li><div>Title</div></li>
<h3 id='description'>Text,<h3 id='description'>Text</h3>
<div id=link.html>Data</div>,<div id='link.html'>Data</div>
<div style='container'>Content,<div style='container'>Content</div>
<h2 style='description'>Text,<h2 style='description'>Text</h2>
<h1 id='width:100px'>Data,<h1 id='width:100px'>Data</h1>
<a href=description>Link</a>,<a href='description'>Link</a>
<h3 style='description'>Hello,<h3 style='description'>Hello</h3>
<span href=image.jpg>Hello</span>,<span href='image.jpg'>Hello</span>
<h3 style='width:100px'>Hello,<h3 style='width:100px'>Hello</h3>
<table alt=image.jpg>Title</table>,<table alt='image.jpg'>Title</table>
<h3 alt='width:100px'>List Item,<h3 alt='width:100px'>List Item</h3>
<h2 style=header>Link</h2>,<h2 style='header'>Link</h2>
<a href=header>Link</a>,<a href='header'>Link</a>
<h1 href='link.html'>List Item,<h1 href='link.html'>List Item</h1>
<table id='container'>Data,<table id='container'>Data</table>
<a src='width:100px'>Hello,<a src='width:100px'>Hello</a>
<li style='width:100px'>Title,<li style='width:100px'>Title</li>
<h1 src='width:100px'>Title,<h1 src='width:100px'>Title</h1>
<li alt='image.jpg'>Data,<li alt='image.jpg'>Data</li>
<td src='link.html'>Link,<td src='link.html'>Link</td>
<ul style='image.jpg'>Text,<ul style='image.jpg'>Text</ul>
<h2><table>Hello</h2></table>,<table><h2>Hello</h2></table>
<span id='width:100px'>List Item,<span id='width:100px'>List Item</span>
<h3 style=header>Link</h3>,<h3 style='header'>Link</h3>
<h3 class=image.jpg>Link</h3>,<h3 class='image.jpg'>Link</h3>
<span><h3>Link</span></h3>,<h3><span>Link</span></h3>
<ul id=link.html>Text</ul>,<ul id='link.html'>Text</ul>
<h1 alt='container'>Text,<h1 alt='container'>Text</h1>
<td style='container'>Title,<td style='container'>Title</td>
<ul style='container'>Content,<ul style='container'>Content</ul>
<h2 style=image.jpg>Title</h2>,<h2 style='image.jpg'>Title</h2>
<td href=image.jpg>Hello</td>,<td href='image.jpg'>Hello</td>
<ul href='width:100px'>Hello,<ul href='width:100px'>Hello</ul>
<tr style='container'>Hello,<tr style='container'>Hello</tr>
<table class='link.html'>Content,<table class='link.html'>Content</table>
<h3 class='width:100px'>Hello,<h3 class='width:100px'>Hello</h3>
<table><h1>Title</table></h1>,<h1><table>Title</table></h1>
<div class=header>Text</div>,<div class='header'>Text</div>
<tr class='description'>Content,<tr class='description'>Content</tr>
<tr class='header'>Hello,<tr class='header'>Hello</tr>
<h1 href=description>Text</h1>,<h1 href='description'>Text</h1>
<h3 href='image.jpg'>List Item,<h3 href='image.jpg'>List Item</h3>
<span href=header>Data</span>,<span href='header'>Data</span>
<a style='container'>Title,<a style='container'>Title</a>
<a href='container'>Data,<a href='container'>Data</a>
<table src=header>Hello</table>,<table src='header'>Hello</table>
<h3 style='width:100px'>Data,<h3 style='width:100px'>Data</h3>
<li class=image.jpg>Content</li>,<li class='image.jpg'>Content</li>
<h2><table>Text</h2></table>,<table><h2>Text</h2></table>
<p class=link.html>Hello</p>,<p class='link.html'>Hello</p>
<td href=container>Title</td>,<td href='container'>Title</td>
<a href=width:100px>List Item</a>,<a href='width:100px'>List Item</a>
<a alt=width:100px>Data</a>,<a alt='width:100px'>Data</a>
<div src='header'>Link,<div src='header'>Link</div>
<h2 src='width:100px'>Link,<h2 src='width:100px'>Link</h2>
<td><span>Content</td></span>,<span><td>Content</td></span>
<li class='header'>List Item,<li class='header'>List Item</li>
<ul href='image.jpg'>Link,<ul href='image.jpg'>Link</ul>
<a class='width:100px'>Text,<a class='width:100px'>Text</a>
<li><div>Data</li></div>,<div><li>Data</li></div>
<span style='description'>Hello,<span style='description'>Hello</span>
<td href='header'>Title,<td href='header'>Title</td>
<h2 id='width:100px'>Data,<h2 id='width:100px'>Data</h2>
<td src='header'>Text,<td src='header'>Text</td>
<td style='link.html'>Link,<td style='link.html'>Link</td>
<p id='link.html'>Data,<p id='link.html'>Data</p>
<span style='width:100px'>Content,<span style='width:100px'>Content</span>
<table id=container>Hello</table>,<table id='container'>Hello</table>
<tr href='width:100px'>Link,<tr href='width:100px'>Link</tr>
<span alt='link.html'>Data,<span alt='link.html'>Data</span>
<h2><li>Hello</h2></li>,<li><h2>Hello</h2></li>
<span href='link.html'>Hello,<span href='link.html'>Hello</span>
<td src='image.jpg'>Link,<td src='image.jpg'>Link</td>
<tr alt=width:100px>Title</tr>,<tr alt='width:100px'>Title</tr>
<a alt=description>Hello</a>,<a alt='description'>Hello</a>
<h2><span>Text</h2></span>,<span><h2>Text</h2></span>
<li alt='container'>Link,<li alt='container'>Link</li>
<p href='container'>Link,<p href='container'>Link</p>
<div id=header>Data</div>,<div id='header'>Data</div>
<p style='link.html'>Text,<p style='link.html'>Text</p>
<span class=image.jpg>Hello</span>,<span class='image.jpg'>Hello</span>
<h3 src=width:100px>Content</h3>,<h3 src='width:100px'>Content</h3>
<a style=image.jpg>Text</a>,<a style='image.jpg'>Text</a>
<p alt='link.html'>List Item,<p alt='link.html'>List Item</p>
<h3 id='header'>Content,<h3 id='header'>Content</h3>
<p><div>Title</p></div>,<div><p>Title</p></div>
<a id='description'>Hello,<a id='description'>Hello</a>
<div class=link.html>Link</div>,<div class='link.html'>Link</div>
<h1 src=container>Title</h1>,<h1 src='container'>Title</h1>
<span src='container'>Link,<span src='container'>Link</span>
<li style=image.jpg>Text</li>,<li style='image.jpg'>Text</li>
<li class='header'>Text,<li class='header'>Text</li>
<a href='link.html'>Content,<a href='link.html'>Content</a>
<tr src='description'>List Item,<tr src='description'>List Item</tr>
<a style=description>Text</a>,<a style='description'>Text</a>
<p alt=image.jpg>Data</p>,<p alt='image.jpg'>Data</p>
<ul src='container'>Hello,<ul src='container'>Hello</ul>
<div href='width:100px'>Title,<div href='width:100px'>Title</div>
<p src='link.html'>Link,<p src='link.html'>Link</p>
<td alt='width:100px'>Content,<td alt='width:100px'>Content</td>
<span alt=container>Content</span>,<span alt='container'>Content</span>
<h3><table>Link</h3></table>,<table><h3>Link</h3></table>
<table src=link.html>Hello</table>,<table src='link.html'>Hello</table>
<table class='width:100px'>Title,<table class='width:100px'>Title</table>
<h2><h1>Data</h2></h1>,<h1><h2>Data</h2></h1>
<td id='header'>Text,<td id='header'>Text</td>
<span href='header'>Data,<span href='header'>Data</span>
<ul style='width:100px'>Hello,<ul style='width:100px'>Hello</ul>
<table id=description>Data</table>,<table id='description'>Data</table>
<h1><li>List Item</h1></li>,<li><h1>List Item</h1></li>
<td id=container>Hello</td>,<td id='container'>Hello</td>
<table src='header'>Link,<table src='header'>Link</table>
<span id='image.jpg'>List Item,<span id='image.jpg'>List Item</span>
<td><h3>List Item</td></h3>,<h3><td>List Item</td></h3>
<div alt='container'>Hello,<div alt='container'>Hello</div>
<div id='image.jpg'>List Item,<div id='image.jpg'>List Item</div>
<li><a>Title</li></a>,<a><li>Title</li></a>
<p><h1>List Item</p></h1>,<h1><p>List Item</p></h1>
<ul><span>Link</ul></span>,<span><ul>Link</ul></span>
<span id=image.jpg>Data</span>,<span id='image.jpg'>Data</span>
<h3 href=width:100px>Text</h3>,<h3 href='width:100px'>Text</h3>
<table href='description'>Data,<table href='description'>Data</table>
<a alt='width:100px'>Text,<a alt='width:100px'>Text</a>
<li style=link.html>Content</li>,<li style='link.html'>Content</li>
<ul class='width:100px'>Content,<ul class='width:100px'>Content</ul>
<table style='header'>Text,<table style='header'>Text</table>
<ul style='width:100px'>Title,<ul style='width:100px'>Title</ul>
<table style=width:100px>Data</table>,<table style='width:100px'>Data</table>
<h2 class=container>Hello</h2>,<h2 class='container'>Hello</h2>
<p class='description'>Data,<p class='description'>Data</p>
<li alt='container'>Data,<li alt='container'>Data</li>
<div style='width:100px'>Hello,<div style='width:100px'>Hello</div>
<p id=width:100px>List Item</p>,<p id='width:100px'>List Item</p>
<ul href='link.html'>Content,<ul href='link.html'>Content</ul>
<span alt='header'>Content,<span alt='header'>Content</span>
<table class=width:100px>List Item</table>,<table class='width:100px'>List Item</table>
<p alt='link.html'>Content,<p alt='link.html'>Content</p>
<span href=image.jpg>Content</span>,<span href='image.jpg'>Content</span>
<h1 class=header>Content</h1>,<h1 class='header'>Content</h1>
<tr id='image.jpg'>Data,<tr id='image.jpg'>Data</tr>
<h2 class='width:100px'>Content,<h2 class='width:100px'>Content</h2>
<table class=header>List Item</table>,<table class='header'>List Item</table>
<tr alt='image.jpg'>Text,<tr alt='image.jpg'>Text</tr>
<p src='link.html'>Text,<p src='link.html'>Text</p>
<table><a>Hello</table></a>,<a><table>Hello</table></a>
<h2 src='width:100px'>Title,<h2 src='width:100px'>Title</h2>
<p style='description'>Text,<p style='description'>Text</p>
<div alt='width:100px'>Link,<div alt='width:100px'>Link</div>
<ul class=header>Link</ul>,<ul class='header'>Link</ul>
<td><h2>Text</td></h2>,<h2><td>Text</td></h2>
<h2 href='width:100px'>List Item,<h2 href='width:100px'>List Item</h2>
<li><table>Link</li></table>,<table><li>Link</li></table>
<h1 id='image.jpg'>Hello,<h1 id='image.jpg'>Hello</h1>
<tr class='width:100px'>Content,<tr class='width:100px'>Content</tr>
<table alt='description'>Content,<table alt='description'>Content</table>
<h3 href='image.jpg'>Link,<h3 href='image.jpg'>Link</h3>
<li><a>Hello</li></a>,<a><li>Hello</li></a>
<div class='description'>List Item,<div class='description'>List Item</div>
<ul style='header'>Title,<ul style='header'>Title</ul>
<p href='description'>Data,<p href='description'>Data</p>
<h2 href='link.html'>Hello,<h2 href='link.html'>Hello</h2>
<ul src='description'>Hello,<ul src='description'>Hello</ul>
<h1 style='link.html'>Title,<h1 style='link.html'>Title</h1>
<ul src='image.jpg'>Data,<ul src='image.jpg'>Data</ul>
<a style=description>Link</a>,<a style='description'>Link</a>
<tr style='image.jpg'>Link,<tr style='image.jpg'>Link</tr>
<li style=width:100px>List Item</li>,<li style='width:100px'>List Item</li>
<a class=link.html>Data</a>,<a class='link.html'>Data</a>
<li id='container'>Data,<li id='container'>Data</li>
<h3 src='header'>Link,<h3 src='header'>Link</h3>
<ul alt=width:100px>Title</ul>,<ul alt='width:100px'>Title</ul>
<table style=link.html>Text</table>,<table style='link.html'>Text</table>
<span id=image.jpg>Text</span>,<span id='image.jpg'>Text</span>
<tr alt='container'>Content,<tr alt='container'>Content</tr>
<p src='link.html'>List Item,<p src='link.html'>List Item</p>
<a alt='description'>List Item,<a alt='description'>List Item</a>
<h1><table>Hello</h1></table>,<table><h1>Hello</h1></table>
<h2 style=description>Text</h2>,<h2 style='description'>Text</h2>
<h2><div>Data</h2></div>,<div><h2>Data</h2></div>
<div alt='description'>Link,<div alt='description'>Link</div>
<div style='image.jpg'>Content,<div style='image.jpg'>Content</div>
<h1 id='image.jpg'>Data,<h1 id='image.jpg'>Data</h1>
<div><h3>Content</div></h3>,<h3><div>Content</div></h3>
<span><td>Text</span></td>,<td><span>Text</span></td>
<table><a>Data</table></a>,<a><table>Data</table></a>
<table class='description'>Hello,<table class='description'>Hello</table>
<td><div>Content</td></div>,<div><td>Content</td></div>
<div id='description'>Data,<div id='description'>Data</div>
<table><p>Hello</table></p>,<p><table>Hello</table></p>
<table><a>Title</table></a>,<a><table>Title</table></a>
<td id='container'>Hello,<td id='container'>Hello</td>
<tr><h2>Title</tr></h2>,<h2><tr>Title</tr></h2>
<li href='header'>Content,<li href='header'>Content</li>
<table style='description'>Data,<table style='description'>Data</table>
<h2 id='link.html'>Hello,<h2 id='link.html'>Hello</h2>
<span id=description>Text</span>,<span id='description'>Text</span>
<ul id='width:100px'>Link,<ul id='width:100px'>Link</ul>
<td alt='image.jpg'>Link,<td alt='image.jpg'>Link</td>
<p alt='description'>List Item,<p alt='description'>List Item</p>
<td id=header>Hello</td>,<td id='header'>Hello</td>
<h3 alt='header'>Text,<h3 alt='header'>Text</h3>
<h2 style='container'>Title,<h2 style='container'>Title</h2>
<tr id='image.jpg'>Hello,<tr id='image.jpg'>Hello</tr>
<table style='width:100px'>Text,<table style='width:100px'>Text</table>
<li alt='link.html'>Title,<li alt='link.html'>Title</li>
<h1><h2>Title</h1></h2>,<h2><h1>Title</h1></h2>
<p alt='width:100px'>Link,<p alt='width:100px'>Link</p>
<h2 id='container'>Link,<h2 id='container'>Link</h2>
<span class=image.jpg>Link</span>,<span class='image.jpg'>Link</span>
<p href='header'>Content,<p href='header'>Content</p>
